لك صار قصة طويلة,ham
ماشي توكل ع الله ,ham
مزعوج لعند السما يا زلمة ,ham
يلا بسيطة ولو,ham
الله يجعلها اكبر المصايب ,ham
لاااااا والله ما بتجيب شي خلص 😌😌,ham
وينك بخشي,ham
وينك ,ham
بالمحاضرة,ham
من شوي بلشت ,ham
اي مدرج,ham
بدي سماعات ضروري,ham
مين قي حدك,ham
فتاح واتس اب ,ham
فتاح واتس اب ,ham
علوش ,ham
فايق ,ham
علوش ,ham
فايق ,ham
علوش وينك,ham
معك مصاري شي زيادة,ham
اذا اي احكي مع طارق واعطيه الفين بكرى انا بعطيك ياها ماشي,ham
بالمحاضرة انا ,ham
بالمحاضرة انا ,ham
يا عرصا فتلت العصرونية وما لقيت من المغ تبعك ,ham
من وبن جايبه,ham
ايري فيك 😂😂,ham
معك مصاري شي زيادة,ham
اذا اي احكي مع طارق واعطيه الفين بكرى انا بعطيك ياها ماشي,ham
ايري فيك 😂😂,ham
بالسكن,ham
httpsscholargooglecomschhphlar,ham
😂😂😂😂,ham
عن ديبك,ham
😂😂😂,ham
علوش ,ham
حبيبي بكرى نازل شي ,ham
اذا ناز ل نزلي منك ٥ الاف للتنين بس ,ham
اي نازل انشالله ,ham
بس والله يلي معي ما بيطلعو 5 ,ham
جايين بكرى مصاري ,ham
خايف ما يتاخر ع اساس من الخميس يجوني,ham
غالبا ما احتاج بس نزلي معك شي ٢٥٠٠ احتياط,ham
اي 2500 معي ,ham
ماشي علوش ,ham
قول يارب ,ham
❤️,ham
معلم ,ham
ذكرني نيككك بكرى اي ,ham
سم الهاري انشالله,ham
عم تاكل شاورما يا بخش القلب ,ham
ايري ببلعك,ham
قضيتها اربع ايام ع زيت وزعتر يا عرصا انا 😂😂,ham
معلم ,ham
ذكرني نيككك بكرى اي ,ham
بيشكي معلم ,ham
انه حاج بدها زوق 😂😂,ham
مظبوط مظبوط ,ham
هاد طلع معك يا عرصا ,ham
امرك ,ham
ليك ما بقى قلك عليها ابدا ها,ham
ابدا ,ham
😞,ham
😞,ham
لااء امانة ضل قلي عليها ,ham
لاااا خلص زعلت ,ham
زعلت معلم ,ham
وحياة ستي بنيكك,ham
ولا ,ham
صحي ,ham
ههههه,ham
عم تستناك ,ham
اي ي فبك,ham
حبيبي يتجهز حالك بكرى,ham
عزيمة شو ,ham
 ماشي ,ham
أشي,ham
علوووش,ham
علوش ,ham
شو عندك هلق ,ham
بدي منك شغلة ضروري بالوظيفة ,ham
معلم بدي ياك تشتغله شغله ,ham
فاضي ولا عم تشتغل انت,ham
بالمحاضرة انا ,ham
اي علوش,ham
كان ابراهيم ابو ديب بدو ياك ,ham
دقلك من رقمه مقفل لهيك دقلي من عندي ,ham
ما بدي شي انا والله 😂,ham
لا اعلم ,ham
انا عنكن بالمساكن والله ,ham
ايري فيك روح 😂,ham
وين انت لسا بالجامعه,ham
علطريق ,ham
يلا ميسرة ,ham
لا اعلم ,ham
انا عنكن بالمساكن والله ,ham
لك هي باسورد انت بتحطها اول ما توصل لاب توبك ع موبايل,ham
جرب كلمة سر موبايلك ,ham
اذا مو صح في وحدة انت بتكون حاططها لا مو خصه بالإيميل هون,ham
بس انت شو حاطط كتبها ,ham
هلق تذكرت والله,ham
جربت كلمة سر الموبايل ما مشي الحال,ham
طيب ليك حذوف اي تونز ,ham
ورجاع ثبته ,ham
هي فكرة,ham
منها,ham
غالبا يرجع يقلك وقت تحط موبايل تحط كلمة السر ,ham
فكرة هون بيصير لكل موبايل اي فون بتوصله ع لاب توبك كلمة سر,ham
منشان مو اي اي فون تحطه يعمله تزامن لملفاته,ham
فهمته عليا مو ,ham
تمام فهمت عليك ,ham
انشالله ,ham
دفاغ للنادي,ham
لك اتذكرت و اخدت معي ,ham
اي ساعة رايح,ham
عل2 ونص ,ham
في ابن جيرانا صغير بدي اعطي درس عاا٢,ham
حخلص وجاي فورا,ham
نزول انت ٣ الا ربعوانا بنزل ٣ وربع,ham
وجيب ال٣٠٠٠,ham
اي ماشي ,ham
ايمت رايح عالنادي,ham
اسعتني بالجامعة 😂😂😂,ham
عل4 تقريباً,ham
اووك ناطرك,ham
حتكون بالنادي ٤ ولا ٣ ونص ,ham
ماشي عال٤ بكون عندك انا❤,ham
اي ساعة اليوم,ham
مو مبين معي ,ham
 رح اكل هلا انا جعت,ham
بدي ساعة بس بعد الاكل,ham
عالونص وخمسة,ham
صباحو,ham
جاهز انا ضل بوطي بس,ham
بعتلي مسج قبل ٥ د لالبسو واطلع,ham
ياا صباح النور,ham
يلا,ham
 اي علوش,ham
بدي شي ٤٠ د,ham
بحاكيك قبل ربع ساعة,ham
اذا مستعجل او عندك شي لا تنطرني,ham
اووووك,ham
اووك,ham
٥ د عالتمام وطلاع,ham
هلا بحكيلك ليه تأخرت اسف,ham
عال٥ ونص,ham
طيب رح اطلع هلق والعب بقسم التحماية,ham
لانو حميت وخلصت ,ham
اووك,ham
بروح,ham
بس اكلت هلا والله فكرتك مو رايح عاساس تردلي عال٢,ham
نسيت والله ,ham
تروح عل8 ,ham
بخلص كل دراستي وبروح ,ham
اذا مستعجل روح انت وبروح انا المسا,ham
واذا مانك مستعجل وقت بدك منروح بين ال٥ وال٩,ham
جاهز,ham
ماشي,ham
حانزل انا ٨ الا ربع لالعب معدة,ham
اذا بدك تلعبا نزول بهالوقت,ham
اوووك,ham
علوش انا ما بدي,ham
بس اذا جاي عبالك جيب الك لحالك بتاكلا عندي,ham
او جيب الك وجبة وجبلي سندويشة,ham
 علوش انا رحت مبارح لعبت صدر لان ما رح اقدر اليوم,ham
لعاب انت اليوم وبكرا منلعب سوا,ham
متذكر البرنامج ولا ابعتلك با ,ham
صدر 412,ham
مستوي  فتح مستوي,ham
مائل   فتح مائل,ham
صاندو,ham
بل اوفر,ham
أمامية 312,ham
بار مسند,ham
مرتكز,ham
مطرقة,ham
اخر تمرين هاد للي قلتلك عليه منلعبو بتبع الصاندو,ham
شوفن عرفتن كلن,ham
 اي ماشي,ham
معلش عال٧ ونص اليوم ,ham
جاي لعندي رفيقي عاساس,ham
اذا ما اجا ببعتلك ووقت بدك منروح,ham
عال٧ ونص عموعدنا مو ,ham
ايي نعم,ham
علوش ما رح اقدر اطلع عالنادي اليوم,ham
المسا بس اؤجع بحكيك اذا منحضر الخلقة,ham
علوش كيفك,ham
نمت لتجي الكهربا,ham
بعد جيةالكهربا بربع ساعة,ham
قاعد جوا بعتلي مسج بس توصل ناطرك,ham
حتروح اليوم,ham
والله صعب,ham
رايح بس كنت نايم,ham
اوووك,ham
حمللنا حلقة,ham
هلق بحطها علتحميل,ham
اي هيك بتذكر,ham
بأي محطة صرت,ham
جعت😤,ham
عم استغل الكهربا لادرس والله بهالوقت,ham
اذا عندك شي روح انت مو مشكلة,ham
والله اجباري لازم روح هلق,ham
اي اي ولا يهمك,ham
انا رايح عالنادي بال٧ اذا كان بدك تروح,ham
شو صار معك,ham
قااااالت ماما نص وقية بتكفي ,ham
اسال عند تبع اللبن ,ham
انا خلصت ,ham
حاولو ما تتأخرو ,ham
اوكي بشرى رح تجي لعندي,ham
منطلع فورا عال٢,ham
اسفة مابقدر اطلع قبل😌😌,ham
ليكنا جايين برنلك مشان تطلع اوووكي ,ham
رح تطلع المباراة وينك,ham
هااي,ham
وصلت عالجادات ,ham
كيف الوضع,ham
يا اهلين ,ham
اي وصلت ,ham
ييي ,ham
يلا الله بعينكن ,ham
ساوي دوش كل شوي 😂😂,ham
هاااي لولو ,ham
كيف الوضع عندك,ham
ايمت راجع لعناااا🤗🤗,ham
يا اهلين ,ham
هلق لشفت الرسالة ,ham
ما انتبهت ,ham
اووووكي يبقى بخبرك ,ham
نحنا طلعنا لولو,ham
اي اي طلعنا بمكرو ديماس,ham
طيب اذا نزلتو بمكان بعيد ,ham
يعني علدوار او هيك شي ,ham
بابا بدو ينام بالصالون😌😌😌,ham
لولو هاااااي,ham
بس تطلع من الامتحان حاكيني اووووكي,ham
عند الجمارك هااا ,ham
😂😂😂,ham
هااي حجة,ham
اي بالدوام ,ham
بدك شي,ham
لا لا خلص ,ham
كان بدي وحدات ,ham
هلق نازلين الشباب يجيبو غراض بيعبولي وحدات ,ham
طيب اوكي ,ham
اذا مامشي الحال يبقى بعتلي ,ham
اوووك ,ham
علوش لما بدك تجي تعال من باب الجمارك,ham
لان من الطرف التاني في حفريات ,ham
كيفك علوش ,ham
شو الاخبار ,ham
خلصت شي ولا مطول,ham
يا اهلين,ham
لا والله مطول وكتير كمان ,ham
هااي,ham
شو طمنا خلصت ولا لسى مطول,ham
لا والله اسا بدي وقت منيح,ham
طيب اوكي ,ham
الله يوفقك ,ham
كيفك طمني لما تقدم المشروع اووكي ,ham
هاااي كيفك ,ham
شو مشي الحال وصلحت اللابتوب,ham
يا اهلين ,ham
اي مشي الحال,ham
اييي ولا يهمك انا ماذكرتك 🤗🤗🤗,ham
وصلوك  الوحدات لولو  مووو ,ham
ليك اذا خلثت بكير روح مشان ترتاح ,ham
انا بدبرحالي اييي,ham
اي وصلو الوحدات ,ham
صرت بالبيت انا ,ham
اي اوكي ماااشي ,ham
شو قالولك مشان كتفك,ham
لازم يشيلو كلو ,ham
بدون يركبولي واحد صناعي ,ham
عم ندور على واحد اورجينال بس مستعمل ,ham
مااااا اغلظك اييي,ham
حجة ,ham
شيلي لابتوبي من على الشحن من غرفة بابا,ham
وحطي الغراض كلن ,ham
بعتلوووو لبابا كمان ,ham
ليعرف البيت كلوووو😂,ham
وبااااا,ham
شوووو لولو طمني ,ham
طلعت المادة,ham
اسا ما طلعت 😂,ham
اييييي انشالله ناجح يارب,ham
شو صار علوش,ham
راجع معنا ,ham
ولانروح ونبعتلك السيارة,ham
بس تطلعي من شغلك خبريني ,ham
طيب اوكي ,ham
لولو تعالو اخر الجسر القعدة حلوة كتير ,ham
ولاتنسو ركوة القهوة ,ham
لااا ,ham
ماذا تريد,ham
اوووكي ,ham
أين أنت يا لولو ,ham
تعال نحنا عالجسر ,ham
الجو جمييييييييييل,ham
طيب بس صير بجنبكن ناديلي ,ham
اييييي ماااشي,ham
لولو قاعدين تقريبا اخر الجسر,ham
تعال انت وحمادة وجيب معك قنينة مي ,ham
لولوووو مابدك تجي لعنااا,ham
تعال لعنا عالجسر  وجيب معك مصاري 😄😄,ham
بدنا بوظة 😂😂,ham
اييي مأنشحين ,ham
رح تجي يعني او لا,ham
والله صراحتاً ما الي حيل,ham
خلص موووو مكشلة 😄,ham
نحنا يبقى منجي وناخد مصاري ,ham
شوووكراااان 🤗🤗,ham
نحنا عالجسر تقريبا بنصو,ham
يعني اذا غيرت رايك خبرني🤗🤗,ham
نحنا عالجسر عمووووو,ham
علوش اذا معك مصاري بحدود ٥٠٠ ليرة,ham
انت وراجع جيب من الصيدلية تحاميل,ham
 اسمها اندوميتاسين,ham
0932153087,ham
وصلووو,ham
ميرسي🤗,ham
هاااااااي لولو,ham
جبلنا معك كاسيتا من عند امية ,ham
بس هووووس لاتحكي لحدا 🤫🤫,ham
هاي علوش ,ham
اي فاتح المسبح اليوم 🤗🤗🤗,ham
يا اهلين ,ham
علي لما رن لماما انزل انت كمان وحط نضاراتك اوووك ,ham
حجة,ham
رح ابعتلك الراشيتة تبع القطرة الجديدة علواتس,ham
مشان تجيبولي ياها معكن ,ham
اي طيب اوكي ,ham
حجة,ham
انا رحت لعند يمان ,ham
اوكيتووو 🤗🤗🤗,ham
لولو بدك السيارة خلي يتركها ولا لأ,ham
لا لا,ham
انت رجعت عالبيت ولا لسى مع بابا,ham
هااااي لولو,ham
شوو كيف السهرة ياغليييظ😜,ham
وين سهرتو بعدين ,ham
اوووو عظيمة عظيمة,ham
هلق بالقهوة محل ما قلتلك,ham
أي قهوة,ham
وأي تراسات,ham
لاتروح مشاوير حلوة ولااااااا,ham
اي قهوة ولااا,ham
هااااي كيفك ,ham
راجع معنا,ham
هلق حكاني الشوفير جاية ياخدني وبعدها لعند بابا وبعدها لعندك,ham
وانشالله ايمت بتوصلو لعندي على هالحالة 😭😭😭😭😭,ham
طيييييب 😐😔,ham
راجع معنا أليس كذلك 🤗🤗,ham
اي نعم ,ham
علميلي قبل بوقت هاا,ham
حاضر اوكيتو ,ham
خلصنااا وجايين لعندك ,ham
برنلك لما نقرب نوصل ,ham
هاااي كيفك ,ham
راجع معنا,ham
اي نعم ,ham
اي اوك,ham
سؤااال الشوفير حيجي عندك قبل ولا لعندي,ham
مابتفرق,ham
بس عم اسال لاعرف,ham
حجة انا ماني راجع معكن اليوم ,ham
اوك طيب ,ham
اذا تغير شي حاكيني 🤗,ham
نحنا جايين برنلك لما نوصل عالباب اوووك ,ham
علميلي قبل بوقت ,ham
هاااي ,ham
شو الاخبار خلصت وراجع معنا ولا لأ,ham
يا اهلين ,ham
اووووه ياسلام ,ham
اي يلا قومو طلعو ما تتأخرو 😂,ham
هااااي كيفك ,ham
شو روح انا عالبيت ,ham
لوين ابعتلك السيارة,ham
كيفك لولو ,ham
راجع معنا,ham
هاااي ,ham
راجع معنا مووو,ham
علوش عال ٩ كون عنا لو سمحت 🤗🤗🤗,ham
اووووك,ham
هاااي كيفك ,ham
راجع معنا مووو,ham
لا لا ,ham
هاي كيفك ,ham
راجع معنا مو ,ham
بس خبرني اذا راجع معنا او لا ,ham
مشان رنلك لما نوصل,ham
لولو كيفك,ham
راجع معنا أو لأ 🤗🤗,ham
يا اهلين ,ham
اوكيتو ,ham
انتبه على حالك 🤗,ham
خلصت موو وراجع معناا,ham
علميلي قبل بوقت هاا,ham
اي اوووك,ham
هااي لولو,ham
 راجع معنا مووو,ham
راجع معنا علوش 🤗,ham
اوك برنلك لما نوصل عالباب ,ham
لولو راجع معنا موووو 🤗🤗🤗,ham
لك لا شو معكن ,ham
يووووه ,ham
هيك بدك ترجع لحالك ☹,ham
يلا اوكي انتبه على حالك 🤗,ham
 قال صارو المكاري تبع الديماس تحت جسر الرئيس ,ham
اسال هنيك يبقى  احسن ماتروح عالوزان,ham
علي قال بابا ايمت بتخلص,ham
اوكي ,ham
نحنا رايحين ,ham
انتبه على حالك 🤗🤗,ham
شو طمني مشي حال السيارة,ham
لولو راجع معنا مووو,ham
تصلحت السيارة,ham
انا عند بابا صرت ,ham
اي الحمدلله ,ham
لكن لاتتاخرو 😅😅,ham
لاااااااا 😐😐,ham
لكن كيف بدي ظبطها هي ,ham
وبااااا,ham
خلص ماتحكي شي ولاتعمل شي ,ham
تعو على رااحتكن🤗🤗🤗,ham
لولو نحنا جايين لعندك ,ham
برنلك لما نقرب نوصل,ham
شوفيلي اديش صار التحميل ,ham
صار ٣٠٤ من ٣٩٠,ham
وعم يمشي مو واقف ,ham
مارح احضر اخر محاضرة,ham
رح ارجع معكن ,ham
اووووكيتو ,ham
برنلك قبل بوقت حاضر 🤗,ham
نحنا طلعنا جهز حالك ,ham
برنلك عالباب ,ham
وبعدين رح نروح عالجلاء مشان تعرف 🤗,ham
لا لحظة ,ham
اذا هيك روحو من دوني ,ham
عندي الف قصة بدي اشتغلها ,ham
بشتغلها هون وبعدها بحضر,ham
مادخلني بخاف قلو لبابا ,ham
صرنا قراب وقلتلو انك راجع معنا,ham
ماخبرتني راجع معنا ولا لأ ,ham
هاااي ,ham
راجع معنا مووو,ham
اي اي معكن ,ham
طيب اوك ,ham
خبرتها لولو 🤗🤗,ham
لولو كيفك ,ham
راجع معنا مووو 🤗,ham
اي نعم ,ham
انت بتعرف انو جايين ناخدك,ham
بابا قال انك خلصت ,ham
رح نوصل ,ham
اي انا واقف برا علطريق مشان تنتبهولي,ham
على نفس طرف الجامعة مو ,ham
محل ما بتستنوني لما بيكون بابا مناوب,ham
لولو راجع معنا ولا عندك ل٤ ونص,ham
لا لا عندي محاضرة,ham
اي اوك بالسلامة يارب ,ham
رح جيب بشرى ونجي لعندك اوووكي,ham
هاااي ,ham
كيفك لولو ,ham
راجع معنا ولا بتتأخر اليوم,ham
اي راجع معكن بس بدي لل2 وشوي لاخلص,ham
لولو بابا راجع معنا ,ham
برنلك لما نقرب نوصل اوك ,ham
هاي لولو ,ham
راجع معنا اليوم و لا بتتأخر ,ham
لاتتأخر في مطر حراام ترجع لحالك 🤗🤗🤗,ham
علوش ياعلوش,ham
راجع معنا موو,ham
قلت لاسالك بكير احسن😂😂,ham
جايين لعندك,ham
جهز حالك برنلك عالباب اووك ,ham
لولو خلصت مو ,ham
راجع معنا,ham
له له زعلت والله 😂😂😂,ham
اي ان شاء الله بابا مابيتأخر ,ham
هااااي بشمهندس,ham
راجع معنا اكيد مووو,ham
يا اهلين,ham
مابعرف والله لسى ما اجى بابا ,ham
بس يعني متل كل مرة ,ham
لازم عال٢ وربع يجي بابا لعندي ,ham
ببعتلك مسج اول ما نطلع من هون وبرنلك عالباب,ham
 نحنا طلعنا لولو ,ham
لانو بدي اتدين منك الف ليرة,ham
نسيانة جيب معي مصاري زيادة,ham
انا طلعت من الكلية ,ham
بدي مر على البحصة مشان اللابتوب,ham
اوكي مااااشي بحاكيك ,ham
هاي علوش,ham
راجع معنا اليوم ,ham
حكاني بابا ,ham
قال بدو يتأخر شوي ,ham
يبقى ببعتلك لما نطلع ,ham
اي مو مشكلة,ham
جايين ,ham
بس مسكرين كل المفارق ,ham
هاي لولو,ham
راجع معنا اليوم,ham
مشاااان اجي اخدك 😜,ham
بابا جاية ,ham
لك وباااا,ham
يعني نجي لعندك مووو,ham
ولك المعلم حكا معي وقلي جاية ,ham
ايوااااا,ham
اي يعني انت رح تجي تاخدني🤗🤗🤗,ham
لاء,ham
انتي وبابا جايين ,ham
🙆\u200d♀️🙆\u200d♀️🙆\u200d♀️🙆\u200d♀️🙆\u200d♀️,ham
هاي لولو ,ham
راجع معنا ,ham
لا طلعنا بس نوصل برنلك ,ham
علووووشتي راجع معنا ,ham
مااااااااااشي مادخلني ,ham
بس راجع او لا 🤗🤗🤗,ham
عالبييييت,ham
انت مع بابا يعني,ham
ايمت جايين ,ham
اوووووكيتو,ham
وين صرتووو,ham
هاااي لولو ,ham
راجع معنا اليووووم موووو,ham
اي نعم ,ham
علميلي قبل بوقت منيح ,ham
انا عندي محاضرة لل4 ونص ,ham
اوووكيتو ماشي ,ham
انتبه على حالك ,ham
حجة ,ham
اوووكيتو,ham
هاااي علوش,ham
راجع معنا ,ham
يا اهلين ,ham
انا عندي لل 4 ونص ,ham
كبااااب هندي وبطاطا مقلية,ham
قال ماما بتقلك وينك هلئ,ham
اسا بالفحامة ,ham
هااااي علوش,ham
راجع معنا,ham
اي نعم ,ham
اوكي برنلك قبل بوقت ,ham
هاي لولو,ham
ايمت بتخلص انت ,ham
يلا انا رح اجي لعندك,ham
شوفيلي بدن البزر هلق ,ham
لانو عند محسن انا ,ham
لولو يا لولو ,ham
راجع معنا,ham
اوكي بجيب بشرى وبعدا منجي لعندك,ham
هاااي علوش,ham
راجع معنا ,ham
والله مو مبين ,ham
لانو عندي مقابلة واسا ما اجا دوري ,ham
خلص انتو روحو ,ham
انا بس خلصت بشوفةن اذا طلعتو او لاء ,ham
اطلعتو برجع لوحدي ,ham
طيب اوكي ,ham
بس يعني دورك مطول ولا لأ,ham
مافي دور محدد,ham
الحيوان عم يختار على كيفو ,ham
وهلق عم يستريح لل2 ونص ليكمل ,ham
خلص عملو بحسابكن انو ماني راجع معكن ,ham
الله ياخدو ,ham
طيب ماشي موفق يارب ,ham
بطاطا وفروج بالفرن,ham
وينك هلئ,ham
هلق طلعت من الكلية ,ham
اووووكيتو ,ham
هاااي علوش,ham
راجع معنا ,ham
جاوب ولااا,ham
بلا لعي 😜,ham
أااااااحسسسسسسن 😌😌😌,ham
هاااي لولو😍😍,ham
حضر محاضرة الصبح مشان ترجع معنا ,ham
بلا ماترجع لحالك وما تلاقي مواصلات 🤗🤗,ham
هلئ لتذكرت خبرك ,ham
انشالله ماتكون راحت عليك 😌😌,ham
يا اهلين ,ham
اليوم تنين يا ذكية,ham
اييييييي الحمدلله 😌😌,ham
برنلك لما نوصل موووو,ham
لولو ,ham
عنا احتفال ورح نخلص 1 وربع ,ham
رح يوصلني الشوفير و يرجع مشانك لما تخلص عال 4ونص,ham
اووووكي,ham
اي غالباً رح اخلص عل3 ونص ,ham
اي تمام يبقى انت حكي ونسق مع الشوفير ,ham
انا رح اتأخر ,ham
طيب اوكي ,ham
هاااي لولو 🤗,ham
راجع معنا أليس كذلك 😌,ham
لايمت يعني رح تتاخر ,ham
مشان اذا سالني بابا,ham
ماااشي,ham
 بالسلامة,ham
ليكي بيجوز اتأخر ,ham
لانو هاد اتأخر لاجى ,ham
